Time,1,2
0.000000,-9.407187,-10.963607
0.001953,-10.093843,-11.879149
0.003906,-10.643168,-12.474250
0.005859,-11.146715,-12.886244
0.007813,-11.558709,-13.115129
0.009766,-12.016480,-13.298238
0.011719,-12.428473,-13.481346
0.013672,-12.794690,-13.710231
0.015625,-13.115129,-13.893339
0.017578,-13.252461,-13.984894
0.019531,-13.206683,-14.030671
0.021484,-12.886244,-13.847562
0.023438,-12.382696,-13.435569
0.025391,-11.650263,-12.794690
0.027344,-10.734722,-11.879149
0.029297,-9.681849,-10.734722
0.031250,-8.583200,-9.498741
0.033203,-7.530327,-8.216983
0.035156,-6.569009,-7.072557
0.037109,-5.882353,-6.157015
0.039063,-5.516136,-5.607691
0.041016,-5.516136,-5.470359
0.042969,-5.882353,-5.836576
0.044922,-6.569009,-6.569009
0.046875,-7.530327,-7.667659
0.048828,-8.583200,-8.903639
0.050781,-9.636072,-10.231174
0.052734,-10.505837,-11.421378
0.054688,-11.100938,-12.382696
0.056641,-11.375601,-12.977798
0.058594,-11.284047,-13.206683
0.060547,-10.917830,-13.069352
0.062500,-10.368505,-12.565805
0.064453,-9.727626,-11.741817
0.066406,-9.132525,-10.780499
0.068359,-8.674754,-9.773404
0.070313,-8.400092,-8.812085
0.072266,-8.400092,-8.033875
0.074219,-8.583200,-7.438773
0.076172,-8.949416,-7.072557
0.078125,-9.315633,-6.889448
0.080078,-9.590295,-6.889448
0.082031,-9.773404,-6.935225
0.083984,-9.727626,-6.981003
0.085938,-9.498741,-6.981003
0.087891,-9.132525,-6.889448
0.089844,-8.766308,-6.752117
0.091797,-8.400092,-6.569009
0.093750,-8.171206,-6.431678
0.095703,-8.171206,-6.385901
0.097656,-8.400092,-6.477455
0.099609,-8.857862,-6.660563
0.101563,-9.498741,-6.981003
0.103516,-10.139620,-7.301442
0.105469,-10.734722,-7.667659
0.107422,-11.192493,-7.942321
0.109375,-11.421378,-8.033875
0.111328,-11.329824,-7.896544
0.113281,-10.963607,-7.576104
0.115234,-10.276951,-6.981003
0.117188,-9.407187,-6.294347
0.119141,-8.445869,-5.516136
0.121094,-7.484550,-4.737926
0.123047,-6.614786,-4.097047
0.125000,-5.882353,-3.685054
0.126953,-5.378805,-3.410391
0.128906,-5.058366,-3.364614
0.130859,-4.875257,-3.501946
0.132813,-4.829480,-3.639277
0.134766,-4.875257,-3.822385
0.136719,-4.921035,-3.959716
0.138672,-4.921035,-3.959716
0.140625,-4.875257,-3.913939
0.142578,-4.737926,-3.730831
0.144531,-4.554818,-3.456168
0.146484,-4.280156,-3.181506
0.148438,-3.959716,-2.906844
0.150391,-3.593500,-2.632181
0.152344,-3.181506,-2.403296
0.154297,-2.769512,-2.220188
0.156250,-2.357519,-2.037079
0.158203,-2.037079,-1.853971
0.160156,-1.762417,-1.716640
0.162109,-1.625086,-1.579309
0.164063,-1.579309,-1.487755
0.166016,-1.670863,-1.533532
0.167969,-1.899748,-1.670863
0.169922,-2.265965,-1.991302
0.171875,-2.723735,-2.494850
0.173828,-3.318837,-3.227283
0.175781,-3.959716,-4.097047
0.177734,-4.646372,-5.058366
0.179688,-5.287251,-6.019684
0.181641,-5.836576,-6.843671
0.183594,-6.294347,-7.438773
0.185547,-6.614786,-7.804990
0.187500,-6.752117,-7.804990
0.189453,-6.752117,-7.530327
0.191406,-6.569009,-6.889448
0.193359,-6.294347,-6.065461
0.195313,-5.882353,-5.058366
0.197266,-5.470359,-4.005493
0.199219,-5.058366,-2.998398
0.201172,-4.692149,-2.174411
0.203125,-4.463264,-1.670863
0.205078,-4.417487,-1.533532
0.207031,-4.554818,-1.762417
0.208984,-4.921035,-2.357519
0.210938,-5.424582,-3.318837
0.212891,-5.973907,-4.463264
0.214844,-6.569009,-5.607691
0.216797,-7.026780,-6.706340
0.218750,-7.301442,-7.530327
0.220703,-7.347219,-8.033875
0.222656,-7.164111,-8.079652
0.224609,-6.797894,-7.759213
0.226563,-6.340124,-7.072557
0.228516,-5.928130,-6.111238
0.230469,-5.607691,-5.058366
0.232422,-5.424582,-3.913939
0.234375,-5.470359,-2.861067
0.236328,-5.699245,-1.945525
0.238281,-6.019684,-1.167315
0.240234,-6.385901,-0.526436
0.242188,-6.706340,-0.068666
0.244141,-6.843671,0.251774
0.246094,-6.752117,0.389105
0.248047,-6.477455,0.434882
0.250000,-6.019684,0.251774
0.251953,-5.470359,-0.068666
0.253906,-4.966812,-0.663767
0.255859,-4.509041,-1.487755
0.257813,-4.280156,-2.494850
0.259766,-4.234379,-3.639277
0.261719,-4.371710,-4.829480
0.263672,-4.692149,-5.882353
0.265625,-5.058366,-6.797894
0.267578,-5.424582,-7.392996
0.269531,-5.745022,-7.667659
0.271484,-6.019684,-7.621881
0.273438,-6.202792,-7.301442
0.275391,-6.294347,-6.752117
0.277344,-6.340124,-6.111238
0.279297,-6.431678,-5.424582
0.281250,-6.477455,-4.783703
0.283203,-6.614786,-4.280156
0.285156,-6.752117,-3.959716
0.287109,-6.889448,-3.776608
0.289063,-7.072557,-3.776608
0.291016,-7.209888,-3.868162
0.292969,-7.301442,-4.051270
0.294922,-7.301442,-4.188602
0.296875,-7.255665,-4.234379
0.298828,-7.072557,-4.142824
0.300781,-6.889448,-3.868162
0.302734,-6.614786,-3.364614
0.304688,-6.340124,-2.677958
0.306641,-6.065461,-1.853971
0.308594,-5.790799,-0.892653
0.310547,-5.516136,0.068666
0.312500,-5.195697,0.984207
0.314453,-4.829480,1.899748
0.316406,-4.371710,2.723735
0.318359,-3.730831,3.456168
0.320313,-2.952621,4.142824
0.322266,-1.991302,4.783703
0.324219,-0.846876,5.470359
0.326172,0.434882,6.202792
0.328125,1.853971,7.118334
0.330078,3.318837,8.171206
0.332031,4.921035,9.498741
0.333984,6.569009,10.963607
0.335938,8.262760,12.657359
0.337891,9.910735,14.396887
0.339844,11.467155,16.090639
0.341797,12.840467,17.647059
0.343750,13.939117,18.883040
0.345703,14.671550,19.707027
0.347656,14.991989,19.981689
0.349609,14.854658,19.752804
0.351563,14.259556,18.928817
0.353516,13.298238,17.738613
0.355469,12.016480,16.182193
0.357422,10.597391,14.579995
0.359375,9.224079,13.115129
0.361328,8.079652,11.924926
0.363281,7.209888,11.192493
0.365234,6.797894,10.963607
0.367188,6.843671,11.329824
0.369141,7.347219,12.108034
0.371094,8.125429,13.160906
0.373047,9.086748,14.305333
0.375000,10.048066,15.266651
0.376953,10.917830,15.861753
0.378906,11.512932,15.953307
0.380859,11.833371,15.495537
0.382813,11.787594,14.442664
0.384766,11.512932,13.023575
0.386719,11.055161,11.329824
0.388672,10.505837,9.590295
0.390625,9.956512,7.988098
0.392578,9.544518,6.752117
0.394531,9.361410,5.928130
0.396484,9.407187,5.607691
0.398438,9.681849,5.745022
0.400391,10.093843,6.248569
0.402344,10.597391,6.889448
0.404297,10.963607,7.530327
0.406250,11.100938,7.988098
0.408203,10.872053,8.079652
0.410156,10.185397,7.667659
0.412109,8.995193,6.843671
0.414063,7.438773,5.561913
0.416016,5.561913,4.005493
0.417969,3.547723,2.265965
0.419922,1.579309,0.526436
0.421875,-0.205997,-1.075761
0.423828,-1.625086,-2.403296
0.425781,-2.632181,-3.410391
0.427734,-3.181506,-4.097047
0.429688,-3.318837,-4.509041
0.431641,-3.135729,-4.692149
0.433594,-2.769512,-4.737926
0.435547,-2.265965,-4.737926
0.437500,-1.716640,-4.737926
0.439453,-1.304646,-4.829480
0.441406,-0.984207,-4.966812
0.443359,-0.801099,-5.149920
0.445313,-0.755322,-5.424582
0.447266,-0.846876,-5.699245
0.449219,-1.029984,-5.973907
0.451172,-1.350423,-6.294347
0.453125,-1.808194,-6.660563
0.455078,-2.449073,-7.209888
0.457031,-3.318837,-7.850767
0.458984,-4.371710,-8.720531
0.460938,-5.653468,-9.819181
0.462891,-7.026780,-11.009384
0.464844,-8.445869,-12.336919
0.466797,-9.819181,-13.664454
0.468750,-11.009384,-14.946212
0.470703,-12.016480,-16.136416
0.472656,-12.703136,-17.189288
0.474609,-13.206683,-18.104829
0.476563,-13.389792,-18.883040
